Time,Voltage,Voltage_0,Voltage_1
2022/7/30 17:04:20.159,0.198794,0.210048,0.487698
2022/7/30 17:04:20.179,0.200322,0.210048,0.487698
2022/7/30 17:04:20.199,0.200322,0.215141,0.492789
2022/7/30 17:04:20.219,0.200831,0.210048,0.487698
2022/7/30 17:04:20.239,0.198284,0.210048,0.487698
2022/7/30 17:04:20.259,0.198284,0.210048,0.487698
2022/7/30 17:04:20.279,0.199813,0.215141,0.487698
2022/7/30 17:04:20.299,0.200322,0.215141,0.492789
2022/7/30 17:04:20.319,0.200322,0.215141,0.492789
2022/7/30 17:04:20.339,0.199303,0.210048,0.487698
2022/7/30 17:04:20.359,0.199813,0.210048,0.487698
2022/7/30 17:04:20.379,0.199813,0.210048,0.487698
2022/7/30 17:04:20.399,0.201341,0.215141,0.492789
2022/7/30 17:04:20.419,0.199813,0.215141,0.492789
2022/7/30 17:04:20.439,0.198284,0.210048,0.487698
2022/7/30 17:04:20.459,0.198794,0.210048,0.487698
2022/7/30 17:04:20.479,0.200322,0.210048,0.487698
2022/7/30 17:04:20.499,0.201341,0.210048,0.487698
2022/7/30 17:04:20.519,0.200831,0.210048,0.492789
2022/7/30 17:04:20.539,0.199303,0.210048,0.487698
2022/7/30 17:04:20.559,0.198794,0.210048,0.487698
2022/7/30 17:04:20.579,0.200322,0.210048,0.487698
2022/7/30 17:04:20.599,0.200831,0.215141,0.492789
2022/7/30 17:04:20.619,0.199813,0.215141,0.492789
2022/7/30 17:04:20.639,0.198284,0.210048,0.487698
2022/7/30 17:04:20.659,0.199813,0.210048,0.487698
2022/7/30 17:04:20.679,0.200831,0.210048,0.487698
2022/7/30 17:04:20.699,0.202869,0.210048,0.487698
2022/7/30 17:04:20.719,0.200322,0.215141,0.492789
2022/7/30 17:04:20.739,0.197775,0.210048,0.487698
2022/7/30 17:04:20.759,0.197775,0.210048,0.487698
2022/7/30 17:04:20.779,0.199813,0.210048,0.487698
2022/7/30 17:04:20.799,0.20185,0.215141,0.487698
2022/7/30 17:04:20.819,0.200322,0.210048,0.487698
2022/7/30 17:04:20.839,0.198794,0.210048,0.487698
2022/7/30 17:04:20.859,0.200322,0.215141,0.487698
2022/7/30 17:04:20.879,0.199303,0.210048,0.487698
2022/7/30 17:04:20.899,0.20185,0.215141,0.492789
2022/7/30 17:04:20.919,0.200322,0.215141,0.487698
2022/7/30 17:04:20.939,0.198794,0.210048,0.487698
2022/7/30 17:04:20.959,0.198794,0.210048,0.487698
2022/7/30 17:04:20.979,0.198794,0.210048,0.492789
2022/7/30 17:04:20.999,0.200322,0.215141,0.492789
2022/7/30 17:04:21.019,0.200322,0.210048,0.487698
2022/7/30 17:04:21.039,0.198284,0.215141,0.487698
2022/7/30 17:04:21.059,0.198794,0.210048,0.487698
2022/7/30 17:04:21.079,0.199813,0.210048,0.487698
2022/7/30 17:04:21.099,0.201341,0.215141,0.492789
2022/7/30 17:04:21.119,0.200322,0.210048,0.492789
2022/7/30 17:04:21.139,0.198284,0.210048,0.492789
2022/7/30 17:04:21.159,0.198794,0.210048,0.492789
2022/7/30 17:04:21.179,0.200322,0.210048,0.487698
2022/7/30 17:04:21.199,0.202359,0.210048,0.487698
2022/7/30 17:04:21.219,0.199813,0.215141,0.487698
2022/7/30 17:04:21.239,0.198794,0.210048,0.487698
2022/7/30 17:04:21.259,0.199303,0.210048,0.487698
2022/7/30 17:04:21.279,0.200322,0.215141,0.487698
2022/7/30 17:04:21.299,0.199813,0.210048,0.492789
2022/7/30 17:04:21.319,0.199813,0.215141,0.487698
2022/7/30 17:04:21.339,0.198794,0.210048,0.492789
2022/7/30 17:04:21.359,0.200322,0.210048,0.487698
2022/7/30 17:04:21.379,0.199813,0.215141,0.487698
2022/7/30 17:04:21.399,0.200831,0.215141,0.492789
2022/7/30 17:04:21.419,0.201341,0.215141,0.492789
2022/7/30 17:04:21.439,0.198794,0.210048,0.487698
