Time,Voltage,Voltage_0,Voltage_1
2022/7/30 16:40:14.715,0.198284,0.215141,0.482606
2022/7/30 16:40:14.735,0.200831,0.215141,0.482606
2022/7/30 16:40:14.755,0.200322,0.215141,0.482606
2022/7/30 16:40:14.775,0.200322,0.215141,0.482606
2022/7/30 16:40:14.795,0.199303,0.210048,0.482606
2022/7/30 16:40:14.815,0.200322,0.210048,0.482606
2022/7/30 16:40:14.835,0.199813,0.210048,0.482606
2022/7/30 16:40:14.855,0.199813,0.215141,0.482606
2022/7/30 16:40:14.875,0.198284,0.215141,0.482606
2022/7/30 16:40:14.895,0.200322,0.210048,0.482606
2022/7/30 16:40:14.915,0.200322,0.210048,0.482606
2022/7/30 16:40:14.935,0.200322,0.215141,0.482606
2022/7/30 16:40:14.955,0.200322,0.210048,0.482606
2022/7/30 16:40:14.975,0.200322,0.215141,0.482606
2022/7/30 16:40:14.995,0.199813,0.210048,0.482606
2022/7/30 16:40:15.015,0.199813,0.215141,0.482606
2022/7/30 16:40:15.035,0.199813,0.215141,0.482606
2022/7/30 16:40:15.055,0.200322,0.210048,0.482606
2022/7/30 16:40:15.075,0.199813,0.210048,0.482606
2022/7/30 16:40:15.095,0.199813,0.215141,0.482606
2022/7/30 16:40:15.115,0.200322,0.210048,0.482606
2022/7/30 16:40:15.135,0.200322,0.215141,0.482606
2022/7/30 16:40:15.155,0.199303,0.215141,0.482606
2022/7/30 16:40:15.175,0.200322,0.210048,0.482606
2022/7/30 16:40:15.195,0.199813,0.210048,0.482606
2022/7/30 16:40:15.215,0.199813,0.210048,0.482606
2022/7/30 16:40:15.235,0.200322,0.215141,0.487698
2022/7/30 16:40:15.255,0.199813,0.215141,0.482606
2022/7/30 16:40:15.275,0.198794,0.210048,0.482606
2022/7/30 16:40:15.295,0.199813,0.210048,0.482606
2022/7/30 16:40:15.315,0.199303,0.215141,0.482606
2022/7/30 16:40:15.335,0.199813,0.215141,0.482606
2022/7/30 16:40:15.355,0.200322,0.210048,0.482606
2022/7/30 16:40:15.375,0.198794,0.215141,0.482606
2022/7/30 16:40:15.395,0.199813,0.215141,0.482606
2022/7/30 16:40:15.415,0.200322,0.215141,0.487698
2022/7/30 16:40:15.435,0.198794,0.215141,0.482606
2022/7/30 16:40:15.455,0.200322,0.215141,0.482606
2022/7/30 16:40:15.475,0.199813,0.210048,0.482606
2022/7/30 16:40:15.495,0.199813,0.210048,0.482606
2022/7/30 16:40:15.515,0.199813,0.215141,0.482606
2022/7/30 16:40:15.535,0.200322,0.215141,0.482606
2022/7/30 16:40:15.555,0.199303,0.215141,0.482606
2022/7/30 16:40:15.575,0.198794,0.210048,0.487698
2022/7/30 16:40:15.595,0.199813,0.210048,0.482606
2022/7/30 16:40:15.615,0.200322,0.210048,0.482606
2022/7/30 16:40:15.635,0.200322,0.215141,0.482606
2022/7/30 16:40:15.655,0.200322,0.210048,0.482606
2022/7/30 16:40:15.675,0.200322,0.210048,0.487698
2022/7/30 16:40:15.695,0.200322,0.215141,0.482606
2022/7/30 16:40:15.715,0.199813,0.215141,0.487698
2022/7/30 16:40:15.735,0.199813,0.215141,0.482606
2022/7/30 16:40:15.755,0.200322,0.210048,0.482606
2022/7/30 16:40:15.775,0.199813,0.210048,0.482606
2022/7/30 16:40:15.795,0.200322,0.210048,0.482606
2022/7/30 16:40:15.815,0.199813,0.210048,0.482606
2022/7/30 16:40:15.835,0.200831,0.210048,0.482606
2022/7/30 16:40:15.855,0.200322,0.215141,0.482606
2022/7/30 16:40:15.875,0.200322,0.215141,0.482606
2022/7/30 16:40:15.895,0.200831,0.210048,0.482606
2022/7/30 16:40:15.915,0.199813,0.215141,0.482606
2022/7/30 16:40:15.935,0.199813,0.210048,0.482606
2022/7/30 16:40:15.955,0.199813,0.215141,0.482606
2022/7/30 16:40:15.975,0.200322,0.210048,0.482606
2022/7/30 16:40:15.995,0.199813,0.210048,0.482606
2022/7/30 16:40:16.015,0.199813,0.215141,0.482606
2022/7/30 16:40:16.035,0.200322,0.210048,0.482606
2022/7/30 16:40:16.055,0.200322,0.215141,0.482606
2022/7/30 16:40:16.075,0.200322,0.210048,0.482606
2022/7/30 16:40:16.095,0.199813,0.215141,0.482606
2022/7/30 16:40:16.115,0.200322,0.210048,0.487698
2022/7/30 16:40:16.135,0.200322,0.215141,0.482606
2022/7/30 16:40:16.155,0.199813,0.215141,0.482606
2022/7/30 16:40:16.175,0.199813,0.210048,0.482606
2022/7/30 16:40:16.195,0.199813,0.215141,0.482606
2022/7/30 16:40:16.215,0.200322,0.215141,0.482606
2022/7/30 16:40:16.235,0.200831,0.210048,0.482606
2022/7/30 16:40:16.255,0.201341,0.210048,0.482606
2022/7/30 16:40:16.275,0.199303,0.210048,0.482606
2022/7/30 16:40:16.295,0.199303,0.215141,0.482606
2022/7/30 16:40:16.315,0.198794,0.215141,0.482606
2022/7/30 16:40:16.335,0.201341,0.215141,0.482606
2022/7/30 16:40:16.355,0.200831,0.215141,0.482606
2022/7/30 16:40:16.375,0.199813,0.215141,0.482606
2022/7/30 16:40:16.395,0.200322,0.210048,0.482606
2022/7/30 16:40:16.415,0.199813,0.215141,0.482606
2022/7/30 16:40:16.435,0.200831,0.215141,0.487698
2022/7/30 16:40:16.455,0.200322,0.210048,0.482606
2022/7/30 16:40:16.475,0.200322,0.210048,0.482606
2022/7/30 16:40:16.495,0.199813,0.215141,0.482606
2022/7/30 16:40:16.515,0.200322,0.210048,0.482606
2022/7/30 16:40:16.535,0.201341,0.215141,0.487698
2022/7/30 16:40:16.555,0.199813,0.215141,0.482606
2022/7/30 16:40:16.575,0.198794,0.210048,0.482606
2022/7/30 16:40:16.595,0.200322,0.210048,0.482606
2022/7/30 16:40:16.615,0.200322,0.215141,0.482606
2022/7/30 16:40:16.635,0.201341,0.210048,0.482606
2022/7/30 16:40:16.655,0.200831,0.215141,0.482606
2022/7/30 16:40:16.675,0.199813,0.210048,0.482606
2022/7/30 16:40:16.695,0.199813,0.215141,0.482606
2022/7/30 16:40:16.715,0.199813,0.215141,0.482606
2022/7/30 16:40:16.735,0.200322,0.215141,0.482606
2022/7/30 16:40:16.755,0.200322,0.215141,0.482606
2022/7/30 16:40:16.775,0.198284,0.210048,0.482606
2022/7/30 16:40:16.795,0.199813,0.215141,0.482606
2022/7/30 16:40:16.815,0.200322,0.215141,0.482606
2022/7/30 16:40:16.835,0.199813,0.215141,0.482606
2022/7/30 16:40:16.855,0.200322,0.215141,0.482606
2022/7/30 16:40:16.875,0.199813,0.210048,0.482606
2022/7/30 16:40:16.895,0.199303,0.210048,0.482606
2022/7/30 16:40:16.915,0.199813,0.210048,0.482606
2022/7/30 16:40:16.935,0.199813,0.215141,0.482606
2022/7/30 16:40:16.955,0.200322,0.215141,0.482606
2022/7/30 16:40:16.975,0.200322,0.210048,0.482606
2022/7/30 16:40:16.995,0.200831,0.215141,0.482606
2022/7/30 16:40:17.015,0.200322,0.210048,0.482606
2022/7/30 16:40:17.035,0.201341,0.215141,0.482606
2022/7/30 16:40:17.055,0.200831,0.215141,0.487698
2022/7/30 16:40:17.075,0.199813,0.210048,0.482606
2022/7/30 16:40:17.095,0.201341,0.210048,0.482606
2022/7/30 16:40:17.115,0.199813,0.210048,0.482606
2022/7/30 16:40:17.135,0.200322,0.215141,0.482606
2022/7/30 16:40:17.155,0.200322,0.215141,0.482606
2022/7/30 16:40:17.175,0.200322,0.215141,0.482606
2022/7/30 16:40:17.195,0.200322,0.215141,0.482606
2022/7/30 16:40:17.215,0.200831,0.210048,0.482606
2022/7/30 16:40:17.235,0.198794,0.215141,0.482606
2022/7/30 16:40:17.255,0.201341,0.215141,0.482606
2022/7/30 16:40:17.275,0.199813,0.210048,0.482606
2022/7/30 16:40:17.295,0.199813,0.215141,0.482606
2022/7/30 16:40:17.315,0.199813,0.210048,0.482606
2022/7/30 16:40:17.335,0.200831,0.210048,0.487698
2022/7/30 16:40:17.355,0.199303,0.210048,0.482606
2022/7/30 16:40:17.375,0.200322,0.215141,0.482606
2022/7/30 16:40:17.395,0.199303,0.210048,0.482606
2022/7/30 16:40:17.415,0.200322,0.210048,0.482606
2022/7/30 16:40:17.435,0.200322,0.215141,0.482606
2022/7/30 16:40:17.455,0.200322,0.215141,0.487698
2022/7/30 16:40:17.475,0.198794,0.210048,0.482606
2022/7/30 16:40:17.495,0.200322,0.210048,0.482606
2022/7/30 16:40:17.515,0.200322,0.210048,0.482606
2022/7/30 16:40:17.535,0.20185,0.215141,0.482606
2022/7/30 16:40:17.555,0.20185,0.210048,0.482606
2022/7/30 16:40:17.575,0.198794,0.210048,0.482606
2022/7/30 16:40:17.595,0.198794,0.210048,0.482606
2022/7/30 16:40:17.615,0.199813,0.215141,0.487698
2022/7/30 16:40:17.635,0.199303,0.215141,0.482606
2022/7/30 16:40:17.655,0.200831,0.210048,0.482606
2022/7/30 16:40:17.675,0.200322,0.210048,0.482606
2022/7/30 16:40:17.695,0.200322,0.215141,0.482606
2022/7/30 16:40:17.715,0.200831,0.215141,0.482606
2022/7/30 16:40:17.735,0.199303,0.215141,0.487698
2022/7/30 16:40:17.755,0.198284,0.210048,0.482606
2022/7/30 16:40:17.775,0.199813,0.210048,0.482606
2022/7/30 16:40:17.795,0.199813,0.215141,0.482606
2022/7/30 16:40:17.815,0.200831,0.215141,0.482606
2022/7/30 16:40:17.835,0.200322,0.215141,0.482606
2022/7/30 16:40:17.855,0.199303,0.210048,0.482606
2022/7/30 16:40:17.875,0.198794,0.210048,0.482606
2022/7/30 16:40:17.895,0.200831,0.210048,0.482606
2022/7/30 16:40:17.915,0.199813,0.215141,0.482606
2022/7/30 16:40:17.935,0.199303,0.210048,0.482606
2022/7/30 16:40:17.955,0.198284,0.210048,0.482606
2022/7/30 16:40:17.975,0.199303,0.210048,0.482606
2022/7/30 16:40:17.995,0.200322,0.215141,0.482606
2022/7/30 16:40:18.015,0.201341,0.210048,0.482606
2022/7/30 16:40:18.035,0.200831,0.215141,0.482606
2022/7/30 16:40:18.055,0.200322,0.215141,0.482606
2022/7/30 16:40:18.075,0.198794,0.210048,0.482606
2022/7/30 16:40:18.095,0.199813,0.215141,0.482606
2022/7/30 16:40:18.115,0.200322,0.215141,0.482606
2022/7/30 16:40:18.135,0.200322,0.215141,0.482606
2022/7/30 16:40:18.155,0.199813,0.210048,0.482606
2022/7/30 16:40:18.175,0.200322,0.210048,0.482606
2022/7/30 16:40:18.195,0.200322,0.215141,0.482606
2022/7/30 16:40:18.215,0.200831,0.210048,0.482606
2022/7/30 16:40:18.235,0.200831,0.215141,0.487698
2022/7/30 16:40:18.255,0.199303,0.210048,0.482606
2022/7/30 16:40:18.275,0.198794,0.215141,0.482606
2022/7/30 16:40:18.295,0.200322,0.215141,0.482606
2022/7/30 16:40:18.315,0.200322,0.210048,0.482606
2022/7/30 16:40:18.335,0.199813,0.215141,0.482606
2022/7/30 16:40:18.355,0.200322,0.215141,0.482606
2022/7/30 16:40:18.375,0.199303,0.210048,0.482606
2022/7/30 16:40:18.395,0.198794,0.215141,0.482606
2022/7/30 16:40:18.415,0.199813,0.215141,0.482606
2022/7/30 16:40:18.435,0.200322,0.215141,0.487698
2022/7/30 16:40:18.455,0.199303,0.215141,0.482606
2022/7/30 16:40:18.475,0.200322,0.210048,0.482606
2022/7/30 16:40:18.495,0.199813,0.215141,0.482606
2022/7/30 16:40:18.515,0.199813,0.210048,0.482606
